model,video,processed_frame_idx,original_frame_idx,timestamp_sec,class_id,class_name,confidence,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_px,frame_width,frame_height,frame_area_px,share_of_screen,conf_threshold,imgsz,vid_stride
YOLO11s,hl_monaco_test.mp4,58,290,5.8,7,okx,0.5319942235946655,666.5282592773438,598.5870361328125,725.4727783203125,613.4238891601562,58.94451904296875,14.83685302734375,874.5511474609375,1920,1080,2073600,0.0004217549867462367,0.4,640,5
YOLO11s,hl_monaco_test.mp4,59,295,5.9,4,hp,0.43131324648857117,1552.264404296875,669.7161865234375,1576.22509765625,684.86474609375,23.960693359375,15.1485595703125,362.9700012207031,1920,1080,2073600,0.00017504340212326497,0.4,640,5
YOLO11s,hl_monaco_test.mp4,59,295,5.9,7,okx,0.40921249985694885,949.986572265625,548.09619140625,991.615478515625,559.356689453125,41.62890625,11.260498046875,468.76220703125,1920,1080,2073600,0.00022606202401220798,0.4,640,5
YOLO11s,hl_monaco_test.mp4,60,300,6.0,7,okx,0.7101945281028748,596.8421020507812,588.4315185546875,658.1966552734375,604.7861328125,61.35455322265625,16.3546142578125,1003.4300537109375,1920,1080,2073600,0.0004839072353206575,0.4,640,5
YOLO11s,hl_monaco_test.mp4,60,300,6.0,7,okx,0.5479285717010498,958.317138671875,538.1229248046875,1008.913818359375,552.0465087890625,50.5966796875,13.923583984375,704.4871215820312,1920,1080,2073600,0.00033974109101109207,0.4,640,5
YOLO11s,hl_monaco_test.mp4,60,300,6.0,4,hp,0.49680858850479126,1421.61376953125,671.888427734375,1444.10205078125,689.69921875,22.48828125,17.810791015625,400.5340881347656,1920,1080,2073600,0.00019315880490466952,0.4,640,5
YOLO11s,hl_monaco_test.mp4,60,300,6.0,4,hp,0.48125624656677246,1541.94873046875,671.0742797851562,1569.507568359375,687.7977294921875,27.558837890625,16.72344970703125,460.87884521484375,1920,1080,2073600,0.00022226024884730577,0.4,640,5
YOLO11s,hl_monaco_test.mp4,61,305,6.1,7,okx,0.6560419797897339,552.285888671875,585.8014526367188,615.1427001953125,602.4981079101562,62.8568115234375,16.6966552734375,1049.49853515625,1920,1080,2073600,0.0005061239353381097,0.4,640,5
YOLO11s,hl_monaco_test.mp4,61,305,6.1,4,hp,0.6328114867210388,1397.8671875,674.2032470703125,1426.36572265625,696.8355712890625,28.49853515625,22.63232421875,644.9880981445312,1920,1080,2073600,0.0003110475081484765,0.4,640,5
YOLO11s,hl_monaco_test.mp4,61,305,6.1,7,okx,0.4466370642185211,971.0315551757812,527.8984375,1012.6309204101562,540.296142578125,41.599365234375,12.397705078125,515.7366333007812,1920,1080,2073600,0.0002487155725248158,0.4,640,5
YOLO11s,hl_monaco_test.mp4,62,310,6.2,4,hp,0.8537672162055969,1369.030029296875,680.97265625,1398.678466796875,700.6210327148438,29.6484375,19.64837646484375,582.5436401367188,1920,1080,2073600,0.0002809334546327591,0.4,640,5
YOLO11s,hl_monaco_test.mp4,62,310,6.2,7,okx,0.7731257081031799,494.44512939453125,585.6421508789062,562.9944458007812,604.9896240234375,68.54931640625,19.34747314453125,1326.256103515625,1920,1080,2073600,0.000639591075014323,0.4,640,5
YOLO11s,hl_monaco_test.mp4,62,310,6.2,7,okx,0.6095611453056335,977.287109375,519.2194213867188,1031.6636962890625,532.7190551757812,54.3765869140625,13.4996337890625,734.0640258789062,1920,1080,2073600,0.0003540046454872936,0.4,640,5
YOLO11s,hl_monaco_test.mp4,63,315,6.3,7,okx,0.7790095806121826,422.2760925292969,587.9976196289062,492.12725830078125,607.7114868164062,69.85116577148438,19.7138671875,1377.03662109375,1920,1080,2073600,0.0006640801439061761,0.4,640,5
YOLO11s,hl_monaco_test.mp4,63,315,6.3,7,okx,0.5240031480789185,994.6294555664062,515.2630615234375,1043.272216796875,528.1522216796875,48.64276123046875,12.88916015625,626.96435546875,1920,1080,2073600,0.0003023555036634207,0.4,640,5
YOLO11s,hl_monaco_test.mp4,63,315,6.3,7,okx,0.46902573108673096,430.325927734375,691.4510498046875,477.57269287109375,763.9437255859375,47.24676513671875,72.49267578125,3425.04443359375,1920,1080,2073600,0.001651738304644823,0.4,640,5
YOLO11s,hl_monaco_test.mp4,64,320,6.4,7,okx,0.7928028106689453,325.50701904296875,594.5247802734375,401.3484191894531,615.0362548828125,75.84140014648438,20.511474609375,1555.618896484375,1920,1080,2073600,0.0007502019871026278,0.4,640,5
YOLO11s,hl_monaco_test.mp4,64,320,6.4,4,hp,0.7232086658477783,1287.62890625,703.4580078125,1311.9366455078125,720.72412109375,24.3077392578125,17.26611328125,419.7001647949219,1920,1080,2073600,0.0002024017012445256,0.4,640,5
YOLO11s,hl_monaco_test.mp4,64,320,6.4,7,okx,0.4726455509662628,1015.9376220703125,509.1895751953125,1065.4097900390625,522.1107788085938,49.47216796875,12.92120361328125,639.2399291992188,1920,1080,2073600,0.0003082754265051335,0.4,640,5
YOLO11s,hl_monaco_test.mp4,65,325,6.5,7,okx,0.7572739124298096,208.2620086669922,597.513671875,285.8121337890625,620.5345458984375,77.55012512207031,23.0208740234375,1785.2716064453125,1920,1080,2073600,0.0008609527139924467,0.4,640,5
YOLO11s,hl_monaco_test.mp4,65,325,6.5,7,okx,0.66098552942276,1029.78857421875,496.2637939453125,1087.6015625,509.466064453125,57.81298828125,13.2022705078125,763.2626953125,1920,1080,2073600,0.00036808577715419233,0.4,640,5
YOLO11s,hl_monaco_test.mp4,65,325,6.5,7,okx,0.5220282673835754,88.93592071533203,603.3881225585938,143.33802795410156,624.2866821289062,54.40210723876953,20.8985595703125,1136.9256591796875,1920,1080,2073600,0.000548285897821188,0.4,640,5
YOLO11s,hl_monaco_test.mp4,65,325,6.5,4,hp,0.5135416984558105,1379.6689453125,712.483642578125,1415.1983642578125,734.4189453125,35.5294189453125,21.935302734375,779.3485717773438,1920,1080,2073600,0.0003758432576432824,0.4,640,5
YOLO11s,hl_monaco_test.mp4,66,330,6.6,7,okx,0.7119584679603577,47.048805236816406,607.1856689453125,133.75100708007812,632.4932861328125,86.70220184326172,25.3076171875,2194.22607421875,1920,1080,2073600,0.0010581723181530833,0.4,640,5
YOLO11s,hl_monaco_test.mp4,66,330,6.6,7,okx,0.5665478706359863,1046.629150390625,491.04229736328125,1093.0947265625,504.362060546875,46.465576171875,13.31976318359375,618.9104614257812,1920,1080,2073600,0.00029847148107364774,0.4,640,5
YOLO11s,hl_monaco_test.mp4,66,330,6.6,4,hp,0.4378599226474762,1122.2216796875,742.5687255859375,1149.99951171875,756.6744384765625,27.77783203125,14.105712890625,391.82611083984375,1920,1080,2073600,0.0001889593550004065,0.4,640,5
YOLO11s,hl_monaco_test.mp4,67,335,6.7,4,hp,0.7606444358825684,1383.3330078125,538.2955932617188,1410.7978515625,557.9579467773438,27.46484375,19.662353515625,540.0234375,1920,1080,2073600,0.0002604279725346714,0.4,640,5
YOLO11s,hl_monaco_test.mp4,68,340,6.8,7,okx,0.6902117133140564,1031.90771484375,479.95068359375,1088.9501953125,496.23388671875,57.04248046875,16.283203125,928.8342895507812,1920,1080,2073600,0.00044793321285396814,0.4,640,5
YOLO11s,hl_monaco_test.mp4,68,340,6.8,4,hp,0.5449841618537903,974.0977783203125,827.2364501953125,1005.812744140625,858.7598876953125,31.7149658203125,31.5234375,999.7647705078125,1920,1080,2073600,0.0004821396432816982,0.4,640,5
YOLO11s,hl_monaco_test.mp4,69,345,6.9,7,okx,0.6637557744979858,1012.6820068359375,479.7512512207031,1068.52294921875,495.0290222167969,55.8409423828125,15.27777099609375,853.1251220703125,1920,1080,2073600,0.00041142222471535206,0.4,640,5
YOLO11s,hl_monaco_test.mp4,69,345,6.9,4,hp,0.577072262763977,653.3515625,916.2354736328125,689.9494018554688,956.99365234375,36.59783935546875,40.7581787109375,1491.6612548828125,1920,1080,2073600,0.0007193582714535296,0.4,640,5
YOLO11s,hl_monaco_test.mp4,69,345,6.9,4,hp,0.5711899995803833,375.1686096191406,712.6370849609375,430.27020263671875,753.8890380859375,55.101593017578125,41.251953125,2273.04833984375,1920,1080,2073600,0.0010961845982819796,0.4,640,5
YOLO11s,hl_monaco_test.mp4,69,345,6.9,4,hp,0.43846678733825684,388.9712219238281,925.0001220703125,430.9942932128906,952.9495239257812,42.0230712890625,27.94940185546875,1174.5196533203125,1920,1080,2073600,0.0005664157215505838,0.4,640,5
YOLO11s,hl_monaco_test.mp4,70,350,7.0,4,hp,0.5064679384231567,826.1959228515625,614.2877807617188,866.989501953125,646.8966674804688,40.7935791015625,32.60888671875,1330.233154296875,1920,1080,2073600,0.0006415090174414217,0.4,640,5
YOLO11s,hl_monaco_test.mp4,70,350,7.0,7,okx,0.4586290717124939,974.2174072265625,479.9720764160156,1027.26416015625,497.6417541503906,53.0467529296875,17.669677734375,937.3190307617188,1920,1080,2073600,0.0004520250076893717,0.4,640,5
YOLO11s,hl_monaco_test.mp4,71,355,7.1,7,okx,0.6463839411735535,918.996826171875,485.64752197265625,972.6502075195312,504.03826904296875,53.65338134765625,18.3907470703125,986.7257690429688,1920,1080,2073600,0.0004758515569847077,0.4,640,5
YOLO11s,hl_monaco_test.mp4,71,355,7.1,4,hp,0.5922350287437439,350.7220458984375,681.7283935546875,405.98089599609375,723.15380859375,55.25885009765625,41.4254150390625,2289.120849609375,1920,1080,2073600,0.0011039356468245387,0.4,640,5
YOLO11s,hl_monaco_test.mp4,72,360,7.2,7,okx,0.7432652115821838,850.3573608398438,493.99969482421875,909.763916015625,510.1171875,59.40655517578125,16.11749267578125,957.4847412109375,1920,1080,2073600,0.0004617499653249979,0.4,640,5
YOLO11s,hl_monaco_test.mp4,74,370,7.4,7,okx,0.6019157767295837,710.3475952148438,517.227294921875,773.3648071289062,533.6217041015625,63.0172119140625,16.3944091796875,1033.1300048828125,1920,1080,2073600,0.0004982301616109908,0.4,640,5
YOLO11s,hl_monaco_test.mp4,74,370,7.4,7,okx,0.5045143365859985,488.67462158203125,621.1192016601562,574.5957641601562,656.38623046875,85.921142578125,35.26702880859375,3030.183349609375,1920,1080,2073600,0.0014613153180107474,0.4,640,5
YOLO11s,hl_monaco_test.mp4,75,375,7.5,7,okx,0.7678435444831848,437.87939453125,657.2191772460938,497.7056884765625,726.6751098632812,59.8262939453125,69.4559326171875,4155.291015625,1920,1080,2073600,0.002003901870921254,0.4,640,5
YOLO11s,hl_monaco_test.mp4,75,375,7.5,7,okx,0.6299338340759277,653.0958251953125,527.94921875,711.4764404296875,549.783447265625,58.380615234375,21.834228515625,1274.6956787109375,1920,1080,2073600,0.000614725926425308,0.4,640,5
YOLO11s,hl_monaco_test.mp4,76,380,7.6,8,oracle,0.8795961141586304,1599.88916015625,601.434814453125,1756.4556884765625,652.402099609375,156.5665283203125,50.96728515625,7979.77099609375,1920,1080,2073600,0.0038482691161334515,0.4,640,5
YOLO11s,hl_monaco_test.mp4,76,380,7.6,7,okx,0.6456708312034607,627.7903442382812,529.0657958984375,690.0894775390625,552.5391845703125,62.29913330078125,23.473388671875,1462.371826171875,1920,1080,2073600,0.000705233309417963,0.4,640,5
YOLO11s,hl_monaco_test.mp4,76,380,7.6,7,okx,0.4944479465484619,240.00161743164062,688.26025390625,329.52496337890625,772.9909057617188,89.52334594726562,84.73065185546875,7585.37158203125,1920,1080,2073600,0.0036580688320100307,0.4,640,5
YOLO11s,hl_monaco_test.mp4,77,385,7.7,8,oracle,0.7333662509918213,1594.4395751953125,669.713623046875,1911.2003173828125,756.3116455078125,316.7607421875,86.5980224609375,27430.853515625,1920,1080,2073600,0.013228613883256912,0.4,640,5
YOLO11s,hl_monaco_test.mp4,79,395,7.9,7,okx,0.4377361834049225,0.0,721.986328125,312.51629638671875,853.5261840820312,312.51629638671875,131.53985595703125,41108.34765625,1920,1080,2073600,0.01982462778687477,0.4,640,5
YOLO11s,hl_monaco_test.mp4,80,400,8.0,8,oracle,0.8960567116737366,313.3658447265625,506.871826171875,475.9862365722656,604.3609619140625,162.62039184570312,97.4891357421875,15853.7216796875,1920,1080,2073600,0.007645506411790848,0.4,640,5
YOLO11s,hl_monaco_test.mp4,80,400,8.0,8,oracle,0.8663069009780884,968.531982421875,444.80218505859375,1244.1954345703125,496.3095703125,275.6634521484375,51.50738525390625,14198.7041015625,1920,1080,2073600,0.006847369018942118,0.4,640,5
YOLO11s,hl_monaco_test.mp4,81,405,8.1,8,oracle,0.6955046653747559,859.742431640625,422.1704406738281,1075.2982177734375,456.2069091796875,215.5557861328125,34.036468505859375,7336.7578125,1920,1080,2073600,0.0035381740890443325,0.4,640,5
YOLO11s,hl_monaco_test.mp4,82,410,8.2,8,oracle,0.7468581795692444,876.0875244140625,420.2457275390625,1026.3193359375,449.09326171875,150.2318115234375,28.8475341796875,4333.8173828125,1920,1080,2073600,0.002089996822178364,0.4,640,5
YOLO11s,hl_monaco_test.mp4,83,415,8.3,8,oracle,0.6556242108345032,930.4307861328125,419.29302978515625,1083.1075439453125,443.6531982421875,152.6767578125,24.36016845703125,3719.2314453125,1920,1080,2073600,0.0017936108633875847,0.4,640,5
YOLO11s,hl_monaco_test.mp4,84,420,8.4,8,oracle,0.6848344802856445,1672.5238037109375,632.2699584960938,1820.9747314453125,720.7816772460938,148.450927734375,88.51171875,13139.646484375,1920,1080,2073600,0.006336634978652,0.4,640,5
YOLO11s,hl_monaco_test.mp4,84,420,8.4,8,oracle,0.5716572999954224,935.4867553710938,425.45599365234375,1058.894287109375,446.89251708984375,123.40753173828125,21.4365234375,2645.428466796875,1920,1080,2073600,0.0012757660588249564,0.4,640,5
YOLO11s,hl_monaco_test.mp4,85,425,8.5,9,petronas,0.7041302919387817,1342.6763916015625,583.2310791015625,1413.0484619140625,628.03955078125,70.3720703125,44.8084716796875,3153.264892578125,1920,1080,2073600,0.001520671765320003,0.4,640,5
YOLO11s,hl_monaco_test.mp4,85,425,8.5,8,oracle,0.5943707823753357,941.6278076171875,431.9757385253906,1038.2760009765625,452.6580505371094,96.648193359375,20.68231201171875,1998.9080810546875,1920,1080,2073600,0.000963979575317353,0.4,640,5
YOLO11s,hl_monaco_test.mp4,86,430,8.6,8,oracle,0.4290356934070587,927.5982055664062,439.45330810546875,1006.9942016601562,456.1292724609375,79.39599609375,16.67596435546875,1324.0047607421875,1920,1080,2073600,0.000638505385722965,0.4,640,5
YOLO11s,hl_monaco_test.mp4,90,450,9.0,7,okx,0.7411613464355469,768.0780029296875,621.3846435546875,832.7221069335938,640.0213623046875,64.64410400390625,18.63671875,1204.7540283203125,1920,1080,2073600,0.000580996333155781,0.4,640,5
YOLO11s,hl_monaco_test.mp4,91,455,9.1,7,okx,0.7389127016067505,796.7071533203125,618.9150390625,864.0594482421875,634.7396240234375,67.352294921875,15.8245849609375,1065.8221435546875,1920,1080,2073600,0.000513995997607708,0.4,640,5
YOLO11s,hl_monaco_test.mp4,92,460,9.2,7,okx,0.7318727374076843,838.830078125,615.6695556640625,900.9033203125,631.871826171875,62.0732421875,16.2022705078125,1005.7274780273438,1920,1080,2073600,0.0004850151890423149,0.4,640,5
YOLO11s,hl_monaco_test.mp4,92,460,9.2,4,hp,0.42237362265586853,1440.5662841796875,723.4623413085938,1464.0174560546875,744.2217407226562,23.451171875,20.7593994140625,486.8322448730469,1920,1080,2073600,0.0002347763511352241,0.4,640,5
YOLO11s,hl_monaco_test.mp4,93,465,9.3,7,okx,0.7899053692817688,879.7670288085938,616.2965698242188,935.5449829101562,630.4814453125,55.7779541015625,14.18487548828125,791.2033081054688,1920,1080,2073600,0.00038156023947522044,0.4,640,5
YOLO11s,hl_monaco_test.mp4,93,465,9.3,4,hp,0.4455313980579376,1563.3753662109375,719.919677734375,1583.7022705078125,735.2867431640625,20.326904296875,15.3670654296875,312.3648681640625,1920,1080,2073600,0.00015063892351463437,0.4,640,5
YOLO11s,hl_monaco_test.mp4,94,470,9.4,7,okx,0.791796863079071,924.93896484375,615.2315673828125,983.5986328125,628.9529418945312,58.65966796875,13.72137451171875,804.8912963867188,1920,1080,2073600,0.00038816130836494267,0.4,640,5
YOLO11s,hl_monaco_test.mp4,95,475,9.5,7,okx,0.670580267906189,958.9092407226562,617.3853759765625,1020.2752075195312,632.6050415039062,61.365966796875,15.21966552734375,933.969482421875,1920,1080,2073600,0.0004504096577875316,0.4,640,5
YOLO11s,hl_monaco_test.mp4,96,480,9.6,7,okx,0.6275995373725891,996.2991943359375,616.4940185546875,1051.67578125,629.2035522460938,55.3765869140625,12.70953369140625,703.8106079101562,1920,1080,2073600,0.0003394148370716721,0.4,640,5
YOLO11s,hl_monaco_test.mp4,96,480,9.6,4,hp,0.4042455554008484,1487.54541015625,719.9287719726562,1509.5211181640625,736.3906860351562,21.9757080078125,16.4619140625,361.76220703125,1920,1080,2073600,0.00017446094716433436,0.4,640,5
YOLO11s,hl_monaco_test.mp4,97,485,9.7,7,okx,0.637287437915802,1023.6998291015625,617.478759765625,1082.0577392578125,629.506591796875,58.35791015625,12.02783203125,701.9191284179688,1920,1080,2073600,0.00033850266481749713,0.4,640,5
YOLO11s,hl_monaco_test.mp4,98,490,9.8,7,okx,0.6218428015708923,1050.0794677734375,616.0624389648438,1105.9229736328125,628.6822509765625,55.843505859375,12.61981201171875,704.7345581054688,1920,1080,2073600,0.0003398604167159647,0.4,640,5
YOLO11s,hl_monaco_test.mp4,98,490,9.8,4,hp,0.4711395800113678,1519.1904296875,712.0236206054688,1537.233154296875,725.7420654296875,18.042724609375,13.71844482421875,247.51812744140625,1920,1080,2073600,0.00011936637747567147,0.4,640,5
YOLO11s,hl_monaco_test.mp4,99,495,9.9,7,okx,0.6739220023155212,1070.3819580078125,611.5673828125,1117.9697265625,624.1708984375,47.5877685546875,12.603515625,599.773193359375,1920,1080,2073600,0.00028924248181283474,0.4,640,5
YOLO11s,hl_monaco_test.mp4,100,500,10.0,7,okx,0.48042771220207214,1093.6192626953125,609.439208984375,1158.2703857421875,624.0516357421875,64.651123046875,14.6124267578125,944.7097778320312,1920,1080,2073600,0.0004555892082862556,0.4,640,5
YOLO11s,hl_monaco_test.mp4,101,505,10.1,7,okx,0.48846495151519775,1113.8056640625,608.5504760742188,1190.616943359375,624.0672607421875,76.811279296875,15.51678466796875,1191.8641357421875,1920,1080,2073600,0.0005747801624238491,0.4,640,5
YOLO11s,hl_monaco_test.mp4,102,510,10.2,7,okx,0.5464465022087097,1123.7471923828125,610.7569580078125,1172.47998046875,624.087646484375,48.7327880859375,13.3306884765625,649.6416015625,1920,1080,2073600,0.00031329167541116476,0.4,640,5
YOLO11s,hl_monaco_test.mp4,103,515,10.3,7,okx,0.6937180161476135,1137.8250732421875,613.8960571289062,1182.358154296875,626.9549560546875,44.5330810546875,13.05889892578125,581.552978515625,1920,1080,2073600,0.0002804557152558118,0.4,640,5
YOLO11s,hl_monaco_test.mp4,104,520,10.4,7,okx,0.6679794192314148,1135.145263671875,616.0633544921875,1191.8984375,629.31494140625,56.753173828125,13.2515869140625,752.0696411132812,1920,1080,2073600,0.0003626879188232124,0.4,640,5
YOLO11s,hl_monaco_test.mp4,104,520,10.4,4,hp,0.5884056091308594,1494.52978515625,705.7752685546875,1511.114990234375,720.07763671875,16.585205078125,14.3023681640625,237.20770263671875,1920,1080,2073600,0.00011439414811320603,0.4,640,5
YOLO11s,hl_monaco_test.mp4,105,525,10.5,7,okx,0.5321611166000366,1128.4700927734375,622.7554931640625,1177.664306640625,636.90283203125,49.1942138671875,14.1473388671875,695.9672241210938,1920,1080,2073600,0.00033563232864253223,0.4,640,5
YOLO11s,hl_monaco_test.mp4,105,525,10.5,4,hp,0.44463497400283813,1464.9180908203125,706.079833984375,1482.17724609375,720.2415771484375,17.2591552734375,14.1617431640625,244.4197235107422,1920,1080,2073600,0.00011787216499214992,0.4,640,5
YOLO11s,hl_monaco_test.mp4,106,530,10.6,4,hp,0.41403093934059143,1422.1827392578125,705.8380126953125,1437.695068359375,720.056884765625,15.5123291015625,14.2188720703125,220.5678253173828,1920,1080,2073600,0.00010636951628839597,0.4,640,5
YOLO11s,hl_monaco_test.mp4,107,535,10.7,7,okx,0.6442347168922424,1171.23291015625,623.8969116210938,1223.330810546875,637.8616333007812,52.097900390625,13.9647216796875,727.5326538085938,1920,1080,2073600,0.00035085485433228314,0.4,640,5
YOLO11s,hl_monaco_test.mp4,108,540,10.8,4,hp,0.47770029306411743,1355.1353759765625,704.19384765625,1373.552490234375,720.030517578125,18.4171142578125,15.836669921875,291.665771484375,1920,1080,2073600,0.0001406567171216011,0.4,640,5
YOLO11s,hl_monaco_test.mp4,109,545,10.9,7,okx,0.40055379271507263,1148.962646484375,639.3231811523438,1191.5079345703125,653.27685546875,42.5452880859375,13.95367431640625,593.6630859375,1920,1080,2073600,0.00028629586449824274,0.4,640,5
YOLO11s,hl_monaco_test.mp4,110,550,11.0,7,okx,0.6290207505226135,1107.5887451171875,654.6404418945312,1143.86376953125,672.0103149414062,36.2750244140625,17.369873046875,630.0925903320312,1920,1080,2073600,0.00030386410071514547,0.4,640,5
YOLO11s,hl_monaco_test.mp4,111,555,11.1,7,okx,0.5438332557678223,987.076904296875,684.0383911132812,1077.828369140625,701.1900634765625,90.75146484375,17.15167236328125,1556.5394287109375,1920,1080,2073600,0.0007506459369324148,0.4,640,5
YOLO11s,hl_monaco_test.mp4,114,570,11.4,4,hp,0.4296953082084656,1084.65283203125,728.0696411132812,1104.382080078125,746.0872192382812,19.729248046875,18.017578125,355.4732666015625,1920,1080,2073600,0.00017142808064818382,0.4,640,5
YOLO11s,hl_monaco_test.mp4,115,575,11.5,4,hp,0.4305546283721924,900.432861328125,755.9672241210938,926.0077514648438,784.4679565429688,25.57489013671875,28.500732421875,728.903076171875,1920,1080,2073600,0.00035151574411429465,0.4,640,5
YOLO11s,hl_monaco_test.mp4,116,580,11.6,4,hp,0.5072562098503113,641.1790771484375,807.5945434570312,672.855712890625,834.5579223632812,31.6766357421875,26.96337890625,854.109130859375,1920,1080,2073600,0.0004118967626709491,0.4,640,5
YOLO11s,hl_monaco_test.mp4,117,585,11.7,4,hp,0.6065735816955566,279.2802429199219,879.9061889648438,330.43157958984375,921.1455688476562,51.151336669921875,41.2393798828125,2109.449462890625,1920,1080,2073600,0.001017288537696004,0.4,640,5
YOLO11s,hl_monaco_test.mp4,118,590,11.8,0,aramco,0.4577566087245941,1436.1390380859375,569.5269775390625,1482.12109375,579.610595703125,45.9820556640625,10.0836181640625,463.6654968261719,1920,1080,2073600,0.00022360411821864545,0.4,640,5
YOLO11s,hl_monaco_test.mp4,119,595,11.9,8,oracle,0.5874919891357422,1339.1436767578125,743.4656982421875,1392.6177978515625,773.6982421875,53.47412109375,30.2325439453125,1616.65869140625,1920,1080,2073600,0.0007796386489644647,0.4,640,5
YOLO11s,hl_monaco_test.mp4,119,595,11.9,0,aramco,0.5768029689788818,1447.2733154296875,586.1143798828125,1502.9271240234375,600.0679321289062,55.65380859375,13.95355224609375,776.5682983398438,1920,1080,2073600,0.0003745024441741407,0.4,640,5
YOLO11s,hl_monaco_test.mp4,119,595,11.9,7,okx,0.4437602758407593,1009.024658203125,671.8545532226562,1045.2158203125,689.9180297851562,36.191162109375,18.0634765625,653.7382202148438,1920,1080,2073600,0.0003152672725263983,0.4,640,5
YOLO11s,hl_monaco_test.mp4,119,595,11.9,0,aramco,0.4133393168449402,1540.605712890625,587.561279296875,1585.907470703125,600.050537109375,45.3017578125,12.4892578125,565.7853393554688,1920,1080,2073600,0.00027285172836855054,0.4,640,5
YOLO11s,hl_monaco_test.mp4,120,600,12.0,8,oracle,0.7995728254318237,1233.92578125,789.2228393554688,1317.590087890625,828.4231567382812,83.664306640625,39.2003173828125,3279.66748046875,1920,1080,2073600,0.0015816297382116318,0.4,640,5
YOLO11s,hl_monaco_test.mp4,120,600,12.0,0,aramco,0.7589946985244751,1450.5421142578125,607.0775146484375,1510.921142578125,617.644287109375,60.3790283203125,10.5667724609375,638.011474609375,1920,1080,2073600,0.00030768298893235624,0.4,640,5
YOLO11s,hl_monaco_test.mp4,120,600,12.0,0,aramco,0.6146605610847473,1545.02685546875,606.8533325195312,1602.880859375,617.550537109375,57.85400390625,10.69720458984375,618.8760986328125,1920,1080,2073600,0.00029845492099411786,0.4,640,5
YOLO11s,hl_monaco_test.mp4,121,605,12.1,7,okx,0.5694097876548767,1067.881591796875,428.9937744140625,1119.96142578125,442.3094787597656,52.079833984375,13.315704345703125,693.4796752929688,1920,1080,2073600,0.0003344327269587666,0.4,640,5
YOLO11s,hl_monaco_test.mp4,122,610,12.2,7,okx,0.7758334875106812,1082.34765625,431.7811279296875,1137.244384765625,446.43902587890625,54.896728515625,14.65789794921875,804.670654296875,1920,1080,2073600,0.00038805490476079285,0.4,640,5
YOLO11s,hl_monaco_test.mp4,123,615,12.3,7,okx,0.6802886128425598,1089.617919921875,431.8296203613281,1138.248291015625,446.99267578125,48.63037109375,15.163055419921875,737.385009765625,1920,1080,2073600,0.0003556062001734972,0.4,640,5
